SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HAVISHA, BE, 09-Jan-2023,2.15,2.15,2.2,2.1,2.2,2.2,2.18,25704,0.56,82, -, -
HBANKETF, EQ, 09-Jan-2023,424.67,427.17,430.36,424.54,427.95,427.88,429.49,358019,1537.65,410,351229,98.1
HBLPOWER, EQ, 09-Jan-2023,102.2,103,105.2,101.55,102.5,102.7,103.65,1301082,1348.6,7701,454427,34.93
HBSL, EQ, 09-Jan-2023,54.15,53.9,54.5,53.25,53.35,53.35,53.68,2475,1.33,84,1520,61.41
HCC, EQ, 09-Jan-2023,20.85,21.05,21.25,20.6,20.8,20.85,20.95,15645660,3277.41,10221,5554795,35.5
HCG, EQ, 09-Jan-2023,285,285.1,287.8,285.1,286.4,286.15,286.56,16470,47.2,1037,8749,53.12
HCL-INSYS, EQ, 09-Jan-2023,16.4,16.55,16.9,16.4,16.45,16.45,16.63,589021,97.94,1925,234448,39.8
HCLTECH, EQ, 09-Jan-2023,1032.8,1044.95,1071,1040.05,1064,1067.45,1060.28,4562242,48372.56,162320,2871591,62.94
HDFC, EQ, 09-Jan-2023,2596,2600.9,2629.95,2591.05,2619,2615.9,2614.63,2895579,75708.72,99535,1888972,65.24
HDFC, W3, 09-Jan-2023,563,571,580,570,578,578,573.51,6600,37.85,11,2400,36.36
HDFCAMC, EQ, 09-Jan-2023,2135.4,2144,2188,2143.3,2167.25,2172.1,2167.6,164085,3556.7,10545,69324,42.25
HDFCBANK, EQ, 09-Jan-2023,1594.4,1596,1611.55,1590,1597.95,1597.5,1601.83,5364670,85932.88,164427,3632471,67.71
HDFCGROWTH, EQ, 09-Jan-2023,87.18,88.14,88.2,87.11,88.2,88.18,87.48,3330,2.91,58,2313,69.46
HDFCLIFE, EQ, 09-Jan-2023,611.65,615.05,618.05,601.75,608,608.45,608.69,3969535,24162.23,80628,2020404,50.9
HDFCLOWVOL, EQ, 09-Jan-2023,133.16,133,134.21,132,134.21,134.21,132.1,1599,2.11,9,1594,99.69
HDFCMFGETF, EQ, 09-Jan-2023,48.87,49.27,49.59,49.26,49.49,49.48,49.45,288561,142.69,1407,184130,63.81
HDFCMOMENT, EQ, 09-Jan-2023,192.63,193,195.59,192.85,193.06,193.06,195.15,41291,80.58,37,40433,97.92
HDFCNEXT50, EQ, 09-Jan-2023,421.86,423,424.85,420.78,424.85,424.85,423.62,5135,21.75,12,5105,99.42
HDFCNIF100, EQ, 09-Jan-2023,181.58,182,185.06,180.8,184.25,184.24,182.99,1186,2.17,60,637,53.71
HDFCNIFETF, EQ, 09-Jan-2023,194.08,197.99,197.99,194.5,196.19,195.9,196.01,18965,37.17,440,14411,75.99
HDFCNIFIT, EQ, 09-Jan-2023,282.56,283.99,286.99,283.99,285.7,285.93,285.76,1800,5.14,36,1563,86.83
HDFCPVTBAN, EQ, 09-Jan-2023,217.8,215.9,218.07,215.68,218.03,218.03,217.26,182,0.4,21,160,87.91
HDFCQUAL, EQ, 09-Jan-2023,38.25,39.39,39.39,38.01,38.01,38.01,38.22,1174,0.45,41,1141,97.19
HDFCSENETF, EQ, 09-Jan-2023,652.6,660.99,663.31,654.03,661.99,661.1,660.43,2575,17.01,313,1805,70.1
HDFCSILVER, EQ, 09-Jan-2023,66.81,68,68.39,67.61,67.73,67.94,68.26,85081,58.07,296,76389,89.78
HDFCVALUE, EQ, 09-Jan-2023,90.76,91,91.95,91,91.95,91.95,91.37,871,0.8,18,867,99.54
HDIL, BZ, 09-Jan-2023,5.55,5.5,5.55,5.3,5.3,5.3,5.35,143108,7.65,460, -, -
HEADSUP, EQ, 09-Jan-2023,16.05,16.1,16.65,15.6,15.65,15.9,16.18,111819,18.1,1178,30344,27.14
HEALTHY, EQ, 09-Jan-2023,8.06,8.06,8.21,8.06,8.17,8.14,8.15,28330,2.31,262,12732,44.94
HECPROJECT, EQ, 09-Jan-2023,49.35,49.35,49.35,46.9,46.9,46.9,47.04,14604,6.87,114,14367,98.38
HEG, EQ, 09-Jan-2023,1054.8,1063.7,1078,1060,1062.4,1063.6,1066.95,86067,918.29,6159,26415,30.69
HEIDELBERG, EQ, 09-Jan-2023,188.95,190,191.6,188.9,189.5,189.35,190.35,77840,148.17,2472,37253,47.86
HEMIPROP, EQ, 09-Jan-2023,107.4,108.25,109.15,107,107.35,107.4,108.08,462844,500.24,2919,266972,57.68
HERANBA, EQ, 09-Jan-2023,492.35,504,504,487.85,488,488.85,492.22,34711,170.85,3608,24517,70.63
HERCULES, EQ, 09-Jan-2023,212.45,215.65,238.55,215.15,227.8,227.45,230.61,699432,1612.94,19471,165583,23.67
HERITGFOOD, EQ, 09-Jan-2023,367.55,374.05,377.45,368.1,368.45,369.15,371.81,121246,450.8,4884,63829,52.64
HEROMOTOCO, EQ, 09-Jan-2023,2742.55,2757,2772.4,2740.25,2750.05,2752.35,2754.13,110658,3047.66,20873,51526,46.56
HESTERBIO, EQ, 09-Jan-2023,1783.8,1786.1,1802.45,1780.5,1782,1783.15,1791.21,1160,20.78,214,655,56.47
HEXATRADEX, EQ, 09-Jan-2023,156.1,160.1,160.1,155.1,155.8,157.1,157.02,1002,1.57,48,719,71.76
HFCL, EQ, 09-Jan-2023,72.75,73.5,73.95,72,72.25,72.3,72.9,4868817,3549.34,14224,2383010,48.94
HGINFRA, EQ, 09-Jan-2023,667.5,677.4,713.95,675.5,692.5,694.4,698.98,1489893,10414.09,48848,373490,25.07
HGS, EQ, 09-Jan-2023,1308.2,1322.7,1322.8,1303.9,1304.05,1305.7,1309.39,23379,306.12,3250,11869,50.77
HIKAL, EQ, 09-Jan-2023,398.2,401.8,404.4,390.2,392.75,391.95,397.81,310816,1236.46,7922,100550,32.35
HIL, EQ, 09-Jan-2023,2648.35,2660,2712.3,2583.35,2590,2596.65,2631.3,8060,212.08,2094,4756,59.01
HILTON, EQ, 09-Jan-2023,70.85,74.35,74.35,72.2,74.35,74.35,74.28,383563,284.91,938,247844,64.62
HIMATSEIDE, EQ, 09-Jan-2023,80.05,81.25,81.25,79.95,80.75,80.5,80.42,208672,167.81,2640,112769,54.04
HINDALCO, EQ, 09-Jan-2023,462.65,471,474,466.2,470,470.75,470.83,6047398,28473.17,103836,2451322,40.54
HINDCOMPOS, EQ, 09-Jan-2023,306.05,304.3,310,304.3,310,309.15,307.79,2956,9.1,205,1813,61.33
HINDCON, EQ, 09-Jan-2023,90.2,93.45,93.45,90.4,91.7,90.95,92.14,5332,4.91,354,3644,68.34
HINDCOPPER, EQ, 09-Jan-2023,115.9,118,120.65,117.8,119.3,119.65,119.33,8175110,9755.32,33997,2378805,29.1
HINDMOTORS, BE, 09-Jan-2023,17.1,17.3,17.4,16.8,17,16.95,17.12,241048,41.27,1111, -, -
HINDNATGLS, BE, 09-Jan-2023,8.85,8.45,8.45,8.45,8.45,8.45,8.45,33252,2.81,82, -, -
HINDOILEXP, EQ, 09-Jan-2023,136.35,136.95,138.25,135.55,136,136,136.74,114038,155.93,1795,60895,53.4
HINDPETRO, EQ, 09-Jan-2023,249.9,249.9,250.7,244.65,245.35,245.15,246.74,3226492,7960.89,32299,1811320,56.14
HINDUNILVR, EQ, 09-Jan-2023,2576.45,2589.35,2629.45,2570,2620.55,2624.05,2608.29,1267078,33049.07,99687,878621,69.34
HINDWAREAP, EQ, 09-Jan-2023,444.7,452,453.2,439,439.1,440.4,447.11,55803,249.5,3204,25819,46.27
HINDZINC, EQ, 09-Jan-2023,332.8,334.5,341.7,334.1,337.5,338.7,339.07,535175,1814.64,14169,263667,49.27
HIRECT, EQ, 09-Jan-2023,226.45,234.85,234.85,220,221.05,221.1,222.15,2338,5.19,188,1503,64.29
HISARMETAL, EQ, 09-Jan-2023,144.65,151.5,151.85,143.1,143.5,144.15,145.89,36147,52.74,1330,23723,65.63
HITECH, EQ, 09-Jan-2023,851.5,868,879,855,859,861.55,864.79,144859,1252.72,4546,105708,72.97
HITECHCORP, EQ, 09-Jan-2023,220.1,220.65,226.4,218.95,223.8,222.5,221.63,8782,19.46,892,4491,51.14
HITECHGEAR, EQ, 09-Jan-2023,251.55,268,268,255,267.6,263.95,260.05,6681,17.37,204,5327,79.73
HLEGLAS, EQ, 09-Jan-2023,641.8,652,655,637,645.55,642.55,641.75,40534,260.13,6072,8295,20.46
HLVLTD, EQ, 09-Jan-2023,11.7,11.9,11.9,11.6,11.65,11.65,11.77,163734,19.28,397,105421,64.39
HMT, BZ, 09-Jan-2023,33.65,33.8,35.1,33.8,35.1,35,34.56,5697,1.97,46, -, -
HMVL, EQ, 09-Jan-2023,56.25,57.4,57.4,55.15,55.8,55.4,56.02,22035,12.34,359,14689,66.66
HNDFDS, BE, 09-Jan-2023,598,613.95,613.95,581,599.5,595,592.24,17428,103.22,1663, -, -
HNGSNGBEES, EQ, 09-Jan-2023,301.25,303.01,306.49,302.1,303,302.82,304.02,27972,85.04,573,24807,88.69
HOMEFIRST, EQ, 09-Jan-2023,738.55,743,743,722.05,725,724.75,728.24,43506,316.83,4693,26366,60.6
HOMESFY, ST, 09-Jan-2023,300.55,315.55,315.55,315.55,315.55,315.55,315.55,1800,5.68,3,1800,100
HONAUT, EQ, 09-Jan-2023,39846.4,39983,40550.05,39846,40060,40393.35,40199.14,3642,1464.05,2291,1490,40.91
HONDAPOWER, EQ, 09-Jan-2023,2145.35,2180,2522.9,2158.25,2420,2431.55,2388.54,157470,3761.24,25767,29554,18.77
HOVS, EQ, 09-Jan-2023,49.2,50.7,51.5,48.95,50.5,50.95,50.42,15336,7.73,376,9898,64.54
HPAL, EQ, 09-Jan-2023,376.65,376.1,387.95,375.3,382,383.1,381.88,84866,324.09,4115,32870,38.73
HPIL, EQ, 09-Jan-2023,105.9,110.2,110.2,105.25,106.9,106.3,108.24,3760,4.07,237,2307,61.36
HPL, EQ, 09-Jan-2023,102.6,103.6,106.5,101,103.3,104.1,104.1,603660,628.44,7652,181654,30.09
HSCL, EQ, 09-Jan-2023,95.9,96.75,98.5,95,95.85,95.7,96.51,1567631,1512.92,8120,791703,50.5
HTMEDIA, EQ, 09-Jan-2023,21.95,22.35,22.35,21.25,21.45,21.35,21.69,369704,80.19,914,261170,70.64
HUBTOWN, EQ, 09-Jan-2023,44.25,44.25,45.4,42.05,42.45,42.1,42.7,241638,103.17,1281,152185,62.98
HUDCO, EQ, 09-Jan-2023,51.95,52.4,52.9,51.6,51.95,51.95,52.29,3485603,1822.54,7905,1323831,37.98
HUDCO, N2, 09-Jan-2023,1177.5,1180.01,1185,1180.01,1185,1183.58,1183.35,151,1.79,7,151,100
HUDCO, N4, 09-Jan-2023,1089,1063.1,1063.1,1063.1,1063.1,1063.1,1063.1,150,1.59,2,150,100
HUDCO, N8, 09-Jan-2023,1200.45,1200.45,1200.45,1200.45,1200.45,1200.45,1200.45,25,0.3,1,25,100
HUDCO, N9, 09-Jan-2023,1154.8,1148,1148,1145,1145,1145,1147.73,55,0.63,2,55,100
HUDCO, ND, 09-Jan-2023,1194,1194,1200,1180,1180.01,1180.01,1180.24,1468,17.33,25,811,55.25
HUDCO, NE, 09-Jan-2023,1308.13,1308.13,1312.99,1300,1304.1,1304.1,1303.67,815,10.62,18,815,100
HUHTAMAKI, EQ, 09-Jan-2023,199.95,200.05,206,200.05,205.9,204.95,204.46,74850,153.04,2670,46106,61.6
HYBRIDFIN, BE, 09-Jan-2023,17.95,17.1,17.8,17.1,17.1,17.1,17.16,14386,2.47,66, -, -
IBMFNIFTY, EQ, 09-Jan-2023,190.73,190,194.89,188.9,190.45,190.45,190.68,1505,2.87,60,1175,78.07
IBREALEST, EQ, 09-Jan-2023,77.2,77.9,79.1,76.7,77.4,77.2,77.84,5064050,3941.65,16290,1868917,36.91
IBULHSGFIN, EQ, 09-Jan-2023,140.25,141.25,143.85,141,142.2,142.25,142.5,5584345,7957.66,28993,1255259,22.48
IBULHSGFIN, N0, 09-Jan-2023,985,970,970,970,970,970,970,13,0.13,2,13,100
IBULHSGFIN, N8, 09-Jan-2023,960,960,960,960,960,960,960,10,0.1,1,10,100
IBULHSGFIN, NA, 09-Jan-2023,935,935,935,926,930,930,929.63,135,1.26,4,135,100
IBULHSGFIN, NN, 09-Jan-2023,990,988.45,990.65,988.45,990.65,990.65,988.67,30,0.3,2,30,100
IBULHSGFIN, Y5, 09-Jan-2023,930.45,930.45,930.45,930.45,930.45,930.45,930.45,200,1.86,2,200,100
IBULHSGFIN, YM, 09-Jan-2023,980.35,1010.55,1010.55,1010.55,1010.55,1010.55,1010.55,20,0.2,2,20,100
IBULHSGFIN, YR, 09-Jan-2023,999,1019.9,1019.9,1019.9,1019.9,1019.9,1019.9,17,0.17,2,12,70.59
IBULHSGFIN, YZ, 09-Jan-2023,980,920.1,930.1,920.1,930.1,930.1,925.1,10,0.09,2,5,50
IBULHSGFIN, Z7, 09-Jan-2023,975,865.25,865.25,865.25,865.25,865.25,865.25,1,0.01,1,1,100
IBULHSGFIN, ZF, 09-Jan-2023,1000,980,980,980,980,980,980,10,0.1,1,10,100
IBULHSGFIN, ZP, 09-Jan-2023,995,995,995,995,995,995,995,286,2.85,2,286,100
ICDSLTD, BE, 09-Jan-2023,29,29.9,29.9,29,29,29,29.09,5925,1.72,27, -, -
ICEMAKE, EQ, 09-Jan-2023,279.8,284.9,291.6,279.05,279.1,281.55,285.93,18335,52.42,419,11968,65.27
ICICI10GS, EQ, 09-Jan-2023,206.9,206.8,206.8,206.42,206.42,206.42,206.52,4,0.01,4,3,75
ICICI500, EQ, 09-Jan-2023,25.82,25.83,26.23,25.76,25.85,25.87,25.91,19190,4.97,621,13132,68.43
ICICI5GSEC, EQ, 09-Jan-2023,50.36,51.15,51.25,50.15,51.19,51.19,50.91,1523,0.78,20,1515,99.47
ICICIALPLV, EQ, 09-Jan-2023,173.62,175.98,175.99,172.17,175,175.1,175.41,98850,173.39,785,90105,91.15
ICICIAUTO, EQ, 09-Jan-2023,127.31,128.78,129.93,127.5,128.26,128.84,128.77,11215,14.44,175,6004,53.54
ICICIB22, EQ, 09-Jan-2023,57.28,57.29,57.99,56.65,57.9,57.83,57.66,106533,61.43,1440,68393,64.2
ICICIBANK, EQ, 09-Jan-2023,870.1,874.25,878.75,862.3,872.6,873.35,871.82,16811853,146569.51,327857,11603423,69.02
ICICIBANKN, EQ, 09-Jan-2023,42.34,42.58,42.89,42.3,42.8,42.75,42.79,5164473,2209.82,3150,5148969,99.7
ICICIBANKP, EQ, 09-Jan-2023,213.08,213.08,216.06,212,214.43,214.74,214.39,5811,12.46,201,2935,50.51
ICICICONSU, EQ, 09-Jan-2023,75.95,76.3,76.74,76.16,76.74,76.54,76.42,760,0.58,38,378,49.74
ICICIFIN, EQ, 09-Jan-2023,16.94,18.7,18.7,16.22,16.65,16.75,16.89,9886,1.67,125,5620,56.85
ICICIFMCG, EQ, 09-Jan-2023,452.38,455.95,459.35,453.23,457.25,457.12,456.97,5064,23.14,196,4417,87.22
ICICIGI, EQ, 09-Jan-2023,1271.7,1285,1287.55,1246,1258.05,1260.7,1262.88,467830,5908.12,32024,243803,52.11
ICICIGOLD, EQ, 09-Jan-2023,48.69,48.93,49.54,48.93,49.54,49.51,49.46,1326473,656.08,8366,1067630,80.49
ICICIINFRA, EQ, 09-Jan-2023,53.64,53.8,54.29,53.8,54.29,54.29,54.15,1114,0.6,36,558,50.09
ICICILIQ, EQ, 09-Jan-2023,1000,1000,1000.29,999.25,1000.25,1000,999.99,327469,3274.67,657,198584,60.64
ICICILOVOL, EQ, 09-Jan-2023,142.58,143.87,144.46,142.59,144.25,143.9,144.01,97454,140.34,1372,94059,96.52
ICICIM150, EQ, 09-Jan-2023,121.06,121.06,122.49,121.06,121.32,121.46,121.55,132413,160.94,1213,94072,71.04
ICICIMCAP, EQ, 09-Jan-2023,98.31,98.32,99.89,97.71,98.71,98.8,98.94,5294,5.24,251,3305,62.43
ICICIMOM30, EQ, 09-Jan-2023,19.37,19.13,19.85,19.13,19.75,19.74,19.69,10757,2.12,69,5861,54.49
ICICINF100, EQ, 09-Jan-2023,197.2,197.51,199.6,197.51,198.67,198.75,199.02,14542,28.94,997,10178,69.99
ICICINIFTY, EQ, 09-Jan-2023,194.57,194.74,197.64,194,197.06,197.07,196.3,280043,549.72,10468,229689,82.02
ICICINV20, EQ, 09-Jan-2023,98.34,99.48,100.24,98.77,99.95,99.75,99.81,20525,20.49,1326,13097,63.81
ICICINXT50, EQ, 09-Jan-2023,43.17,43.03,43.77,43.02,43.45,43.43,43.46,80397,34.94,2056,59364,73.84
ICICIPHARM, EQ, 09-Jan-2023,81.01,81.45,82.04,81.41,81.62,81.53,81.75,6476,5.29,127,3625,55.98
ICICIPRULI, EQ, 09-Jan-2023,473,475,476.25,463.35,466,466.65,468.01,1114854,5217.58,33186,525612,47.15
ICICISENSX, EQ, 09-Jan-2023,660.5,667.79,670.78,661.06,669.36,669.09,665.82,2142,14.26,141,1201,56.07
ICICISILVE, EQ, 09-Jan-2023,69.53,69.99,71.9,69.99,70.65,70.76,70.77,438775,310.54,993,397560,90.61
ICICITECH, EQ, 09-Jan-2023,29.1,29.39,29.84,29.2,29.82,29.81,29.58,362804,107.33,7855,181426,50.01
ICIL, EQ, 09-Jan-2023,133.2,134,135,133,133.15,133.1,133.94,83710,112.12,2245,47389,56.61
ICRA, EQ, 09-Jan-2023,4769.75,4783.7,4849.9,4750,4761,4763.45,4801.02,2845,136.59,1111,1525,53.6
IDBI, EQ, 09-Jan-2023,59,61.5,62,58.1,58.4,58.8,59.97,60687131,36393.06,104512,13223880,21.79
IDBIGOLD, EQ, 09-Jan-2023,5072.1,5102.05,5179.9,5102.05,5179,5164.25,5143.89,294,15.12,64,203,69.05
IDEA, EQ, 09-Jan-2023,7.8,7.8,7.85,7.35,7.4,7.45,7.51,224378162,16841.04,141272,76597338,34.14
IDFC, EQ, 09-Jan-2023,82.95,83.35,84.5,83,84.2,84.2,83.91,5801848,4868.16,30761,1869351,32.22
IDFCFIRSTB, EQ, 09-Jan-2023,59.5,60,60.35,59.35,59.6,59.7,59.89,19607384,11742.59,44950,5323144,27.15
IDFNIFTYET, EQ, 09-Jan-2023,189.64,191,193.09,191,191.6,191.6,191.79,436,0.84,22,404,92.66
IEL, BE, 09-Jan-2023,15.05,14.9,15.5,14.55,15.5,15.3,14.95,286214,42.8,600, -, -
IEX, EQ, 09-Jan-2023,139.15,140.8,142.45,140.2,141.2,141.4,141.42,2987464,4224.85,33676,1196431,40.05
IFBAGRO, EQ, 09-Jan-2023,542.25,551.8,551.8,536,536,537.1,539.91,1709,9.23,201,911,53.31
IFBIND, EQ, 09-Jan-2023,923.95,928.6,939.9,910.05,919,917.15,925.14,13796,127.63,2357,4270,30.95
IFCI, EQ, 09-Jan-2023,13.9,14,14.4,13.9,13.95,14,14.09,11098585,1563.82,7369,3627970,32.69
IFCI, NH, 09-Jan-2023,1025,1025.1,1076,1020,1076,1076,1032.87,124,1.28,11,62,50
IFGLEXPOR, EQ, 09-Jan-2023,282.3,285,289.85,280.2,280.2,282,285.51,66665,190.33,2789,44453,66.68
IGARASHI, EQ, 09-Jan-2023,406.1,407.1,417,407,407.05,407.95,411.59,13515,55.63,920,7028,52
IGL, EQ, 09-Jan-2023,416.85,418.95,425.3,417.5,422.35,422.6,420.85,1185002,4987.09,27975,603429,50.92
IGPL, EQ, 09-Jan-2023,515.05,523,523,512,514,513.55,516.67,7745,40.02,652,5887,76.01
IIFCL, N1, 09-Jan-2023,1229,1149,1149,1145.1,1145.1,1145.1,1147.05,36,0.41,2,18,50
IIFCL, N4, 09-Jan-2023,1293.21,1280,1280,1278,1278,1279.47,1279.79,190,2.43,14,165,86.84
IIFL, EQ, 09-Jan-2023,457.7,460,477.7,459.05,474.95,473.5,468.14,261468,1224.02,7504,136983,52.39
IIFL, N6, 09-Jan-2023,1016,1019,1019,1019,1019,1019,1019,100,1.02,1,100,100
IIFL, N7, 09-Jan-2023,1095,1093,1100,1093,1100,1100,1096.37,43,0.47,3,43,100
IIFL, NC, 09-Jan-2023,1020,1020,1020,1000.11,1020,1020,1017.2,601,6.11,13,526,87.52
IIFL, NE, 09-Jan-2023,1050,1055,1069,1040,1040.5,1040.57,1041.77,3733,38.89,76,3117,83.5
IIFL, NF, 09-Jan-2023,1005,1006,1006,1000,1000,1000.58,1002.14,3350,33.57,84,3118,93.07
IIFL, NH, 09-Jan-2023,1000.55,1001.1,1003,1001,1003,1003,1002.33,300,3.01,4,300,100
IIFL, NJ, 09-Jan-2023,998.8,985.95,998,985.8,993,993,993.97,275,2.73,6,275,100
IIFL, NL, 09-Jan-2023,978,970,978,970,975.11,975.11,974.12,1643,16,47,1501,91.36
IIFL, NM, 09-Jan-2023,977.8,951.01,977,951,977,977,951.57,920,8.75,14,900,97.83
IIFL, NN, 09-Jan-2023,1025,1064,1064,1060,1060,1060,1061.48,216,2.29,4,216,100
IIFLSEC, EQ, 09-Jan-2023,64.2,65.35,65.4,63.95,64.3,64.25,64.78,193035,125.06,2247,115783,59.98
IIFLWAM, EQ, 09-Jan-2023,1775.25,1784.15,1795,1769.1,1784,1781,1779.57,12682,225.69,2821,6513,51.36
IIHFL, N4, 09-Jan-2023,1004.09,1003.99,1004,999.1,1000,1000,1002.78,299,3,7,299,100
IIHFL, N5, 09-Jan-2023,998.65,1004.8,1004.8,993,994,993.99,995.7,10469,104.24,181,9938,94.93
IIHFL, N7, 09-Jan-2023,946,952.29,952.29,952,952,952,952.1,109,1.04,4,109,100
IIHFL, N8, 09-Jan-2023,1035,1030,1030,1000,1000,1004.25,1009.57,630,6.36,18,630,100
IIHFL, NA, 09-Jan-2023,963,963.5,963.5,963.5,963.5,963.5,963.5,10,0.1,1,10,100
IIHFL, NC, 09-Jan-2023,945,940.05,940.05,937.1,937.13,937.13,938.4,1310,12.29,12,1310,100
IIHFL, ND, 09-Jan-2023,943.5,942.75,942.75,942.75,942.75,942.75,942.75,10,0.09,1,10,100
IITL, EQ, 09-Jan-2023,81.15,82.95,85.85,82.1,84.95,84.55,84.19,10790,9.08,299,6689,61.99
IL&FSENGG, BZ, 09-Jan-2023,15.05,15.25,15.3,14.75,14.75,14.75,15.12,6867,1.04,50, -, -
IL&FSTRANS, BZ, 09-Jan-2023,4.45,4.4,4.65,4.35,4.4,4.5,4.5,32456,1.46,60, -, -
IMAGICAA, EQ, 09-Jan-2023,43,43.9,44,40.85,40.85,40.95,42.09,679406,285.93,2807,504077,74.19
IMFA, EQ, 09-Jan-2023,272.6,275,281,273.9,275.8,275.2,277.25,105104,291.4,4234,61645,58.65
IMPAL, EQ, 09-Jan-2023,725.7,725.7,725.7,716.8,716.8,718.55,720.31,2390,17.22,343,1291,54.02
IMPEXFERRO, BE, 09-Jan-2023,4.15,3.95,3.95,3.95,3.95,3.95,3.95,74606,2.95,101, -, -
INCREDIBLE, EQ, 09-Jan-2023,28.9,29.3,30.4,26.5,27.45,27.15,27.95,161342,45.1,1316,95577,59.24
INDBANK, EQ, 09-Jan-2023,31.1,31.4,32,30.9,31,31.05,31.36,127338,39.93,814,51842,40.71
INDHOTEL, EQ, 09-Jan-2023,310.3,311.55,315.75,310.7,314.15,314.55,313.35,2758554,8643.85,47533,1780167,64.53
INDIACEM, EQ, 09-Jan-2023,217.7,218.8,221.9,217.2,219,219.75,219.71,1088664,2391.85,10033,146036,13.41
INDIAGLYCO, EQ, 09-Jan-2023,747.5,753,757.8,749.7,750.5,754.45,754.55,24499,184.86,1343,14129,57.67
INDIAMART, EQ, 09-Jan-2023,4339.55,4352.15,4386.5,4305.25,4331,4345.1,4340.51,33072,1435.49,6917,12192,36.87
INDIANB, EQ, 09-Jan-2023,293.45,295.95,300,292.15,295.5,296.75,297.84,1952696,5815.89,30130,624198,31.97
INDIANCARD, EQ, 09-Jan-2023,231.7,239,239,229.75,231.9,230.45,232.81,2591,6.03,190,1756,67.77
INDIANHUME, EQ, 09-Jan-2023,147.75,149.9,151.95,148.1,148.25,148.55,149.51,23307,34.85,889,11496,49.32
INDIGO, EQ, 09-Jan-2023,2020,2024,2037.95,2006,2025,2024.2,2023.49,223959,4531.8,15334,76755,34.27
INDIGOPNTS, EQ, 09-Jan-2023,1294.25,1297.5,1311.9,1280,1286.85,1284.35,1292.48,14636,189.17,3676,8390,57.32
INDIGRID, IV, 09-Jan-2023,140.99,141.5,144.99,141.35,141.85,141.99,142.18,77518,110.22,663,54538,70.36
INDIGRID, ND, 09-Jan-2023,1010,1010,1010,1010,1010,1010,1010,150,1.52,2,150,100
INDIGRID, NJ, 09-Jan-2023,1050.05,1050.05,1053.5,1050,1051,1051,1051.72,1290,13.57,20,1080,83.72
INDLMETER, BZ, 09-Jan-2023,6.4,6.3,6.45,6.25,6.3,6.3,6.3,9130,0.58,35, -, -
INDNIPPON, EQ, 09-Jan-2023,392.5,392.8,400.95,388.15,389.15,389.95,394.5,9881,38.98,664,5831,59.01
INDOAMIN, EQ, 09-Jan-2023,106.9,109.35,109.35,102.2,103.9,103.55,105.76,187945,198.77,3571,82145,43.71
INDOBORAX, EQ, 09-Jan-2023,133.2,136,136,133,133.05,133.1,134,13162,17.64,394,8258,62.74
INDOCO, EQ, 09-Jan-2023,394.1,410,413.3,401.6,404,406.15,406.3,181852,738.87,7711,65887,36.23
INDORAMA, EQ, 09-Jan-2023,57.7,58.6,58.95,56.9,57,57.2,57.74,72401,41.8,882,35055,48.42
INDOSTAR, BE, 09-Jan-2023,162.35,162.35,165,155.4,160.4,160.05,161.3,22479,36.26,160, -, -
INDOTECH, EQ, 09-Jan-2023,189.4,188.05,213.8,188.05,213.25,210.05,204.47,88138,180.22,2421,47503,53.9
INDOTHAI, BE, 09-Jan-2023,320,310,320,308.1,313.95,308.3,310.79,786,2.44,32, -, -
INDOWIND, EQ, 09-Jan-2023,19.05,18.1,18.1,18.1,18.1,18.1,18.1,23354,4.23,257,23220,99.43
INDRAMEDCO, BE, 09-Jan-2023,82.5,83.7,84,82.15,82.8,83.05,83.25,64607,53.78,615, -, -
INDSWFTLAB, EQ, 09-Jan-2023,66.45,68.3,68.3,66,66,66.3,66.75,32961,22,742,20091,60.95
INDSWFTLTD, EQ, 09-Jan-2023,11.2,11.5,12.3,10.8,10.95,11.05,11.66,347124,40.47,604,113921,32.82
INDTERRAIN, EQ, 09-Jan-2023,74.45,74.95,75.1,73.5,74.5,74.05,74.25,159992,118.79,2222,73879,46.18
INDUSINDBK, EQ, 09-Jan-2023,1181.9,1190.15,1223.6,1188.05,1218,1218.65,1213.18,2836421,34410.87,89477,1343173,47.35
INDUSTOWER, EQ, 09-Jan-2023,187.35,188.3,188.65,184.6,186,185.85,186.05,1789339,3328.98,20039,767877,42.91
INEOSSTYRO, EQ, 09-Jan-2023,818.05,839.95,839.95,825,831.4,830.8,832.6,28285,235.5,4435,16001,56.57
INFIBEAM, EQ, 09-Jan-2023,16,16.2,16.35,15.7,15.9,15.85,16.01,4372511,699.84,6314,1921810,43.95
INFOBEAN, EQ, 09-Jan-2023,512.8,516,519.9,508.95,514,513.75,514.31,6646,34.18,751,3721,55.99
INFOMEDIA, EQ, 09-Jan-2023,5.6,5.6,5.65,5.45,5.6,5.55,5.52,8673,0.48,43,6572,75.78
INFRABEES, EQ, 09-Jan-2023,547.05,549.3,554.29,548.89,551.9,552.21,552.14,3936,21.73,381,3252,82.62
INFY, EQ, 09-Jan-2023,1448.5,1448.2,1489.35,1448.2,1485.5,1484.45,1477.72,11498717,169919.17,269942,8401110,73.06
